17,345,305,3,0,23,15,243,112,102,193,32879929,L
18,200,398,2,0,8,23,149,163,51,235,35542022,L
19,351,214,0,1,22,16,255,155,96,59,8954867,W
20,501,262,0,1,24,17,403,235,98,27,33104240,W
22,221,406,1,2,14,23,178,259,43,147,18495951,L
23,316,436,0,1,16,30,244,375,72,61,28871609,L
24,389,423,1,4,19,17,300,351,89,72,16177428,W
25,346,244,2,1,18,21,230,164,116,80,1842023,L
26,436,316,1,0,30,16,375,244,61,72,13523217,W
27,423,389,4,1,17,19,351,300,72,89,37000000,L
28,286,288,3,0,25,17,135,116,151,172,21553096,L
30,315,414,0,4,20,20,202,278,113,136,49696781,W
31,398,200,0,2,23,8,163,149,235,51,8937605,W
32,310,306,2,1,18,18,250,188,60,118,16754389,W
1,396,230,0,2,28,11,225,197,171,33,4846685,W
2,362,333,2,0,22,22,310,261,52,72,2553000,L
3,391,435,0,3,22,19,293,397,98,38,32773512,L
4,492,300,2,1,29,16,179,167,313,133,37653673,W
5,406,523,2,1,32,23,303,460,103,63,44025423,L
6,389,317,0,2,22,20,297,263,92,54,74151212,L
7,357,437,0,0,20,25,237,358,120,79,2626909,L
8,357,437,0,0,20,25,237,358,120,79,35463772,L
9,424,372,2,4,24,24,233,294,191,78,63915720,W
10,304,265,2,2,16,16,220,166,84,99,9370563,L
11,348,387,0,1,20,23,265,311,83,76,32011363,W
12,372,424,4,2,24,24,294,233,78,191,20393434,L
13,414,392,1,1,26,19,256,231,158,161,25382223,W
14,392,414,1,1,19,26,231,256,161,158,18865842,L
15,317,389,2,0,20,22,263,297,54,92,1637619,W
16,406,285,0,2,22,16,223,221,183,64,0,W
17,387,348,1,0,23,20,311,265,76,83,41256120,L
18,474,297,0,2,24,15,252,169,222,128,26457919,W
20,437,357,0,0,25,20,358,237,79,120,32893699,W
21,523,406,1,2,23,32,460,303,63,103,12737692,W
22,435,391,3,0,19,22,397,293,38,98,30661091,W
23,230,396,2,0,11,28,197,225,33,171,33777534,L
24,285,406,2,0,16,22,221,223,64,183,11386802,L
25,239,493,0,1,12,26,145,263,94,230,9249000,L
26,297,474,2,0,15,24,169,252,128,222,21701386,L
27,265,304,2,2,16,16,166,220,99,84,37000000,W
28,300,492,1,2,16,29,167,179,133,313,17163679,L
29,333,362,0,2,22,22,261,310,72,52,8920262,W
31,407,341,1,0,19,16,270,301,137,40,1502333,W
32,493,239,1,0,26,12,263,145,230,94,6926591,W
1,443,257,0,0,23,11,311,205,132,52,21797792,T
2,386,426,1,2,21,26,256,348,130,78,1050000,L
3,245,344,3,2,11,16,234,189,11,155,66919372,L
4,267,454,0,0,16,26,200,198,67,256,42867796,L
6,189,406,2,1,13,32,120,303,69,103,44837800,L
7,559,352,1,2,23,22,288,172,271,180,2626909,W
8,559,352,1,2,23,22,288,172,271,180,24537059,W
10,347,271,0,2,19,14,157,131,190,140,14221868,W
11,344,413,0,2,19,26,250,283,94,130,29014783,W
12,406,189,1,2,32,13,303,120,103,69,10532939,W
13,271,347,2,0,14,19,131,157,140,190,5178957,L
14,422,331,0,1,26,26,341,207,81,124,29585859,W
15,344,344,3,0,19,21,239,200,105,144,21900000,L
16,326,463,0,2,20,27,214,359,112,104,6068278,W
17,345,232,4,1,20,13,271,196,74,36,40219653,L
18,454,267,0,0,26,16,198,200,256,67,14768101,W
19,282,239,4,4,18,15,189,138,93,101,7853575,L
20,362,375,2,1,21,17,222,281,140,94,11894404,W
21,463,326,2,0,27,20,359,214,104,112,13819867,L
22,232,345,1,4,13,20,196,271,36,74,4357484,W
23,344,245,2,3,16,11,189,234,155,11,27558065,W
24,344,344,0,3,21,19,200,239,144,105,13774403,W
25,239,282,4,4,15,18,138,189,101,93,10242023,W
26,375,362,1,2,17,21,281,222,94,140,44940632,L
27,426,386,2,1,26,21,348,256,78,130,17449300,W
28,273,513,3,1,20,27,113,264,160,249,8816610,L
29,257,443,0,0,11,23,205,311,52,132,9486671,T
30,513,273,1,3,27,20,264,113,249,160,38361581,W
31,331,422,1,0,26,26,207,341,124,81,0,L
32,413,344,2,0,26,19,283,250,130,94,12656028,L
1,340,349,2,1,22,19,316,208,24,141,24797792,L
2,367,331,0,0,25,24,277,223,90,108,1050000,W
4,376,357,0,0,25,23,209,285,167,72,39192796,L
5,349,340,1,2,19,22,208,316,141,24,11935911,W
6,403,258,0,0,19,15,245,201,158,57,32659942,W
7,415,546,2,1,35,30,263,446,152,100,0,T
8,415,546,2,1,35,30,263,446,152,100,18384762,T
9,460,291,1,1,26,21,273,194,187,97,59613680,W
10,324,369,3,3,15,21,267,246,57,123,29057168,W
11,289,269,0,1,19,20,231,164,58,105,29554073,L
12,331,367,0,0,24,25,223,277,108,90,37424249,L
13,269,289,1,0,20,19,164,231,105,58,14469454,W
14,277,422,2,0,18,20,172,334,105,88,16474722,L
15,370,494,1,0,27,25,322,280,48,214,15300000,L
16,422,277,0,2,20,18,334,172,88,105,8256953,W
19,258,403,0,0,15,19,201,245,57,158,15026645,L
20,357,376,0,0,23,25,285,209,72,167,8127817,W
21,375,359,1,1,28,15,252,285,123,74,13687507,W
23,393,407,0,2,21,22,222,339,171,68,33095015,W
24,626,270,1,0,27,18,498,168,128,102,6664516,W
25,291,460,1,1,21,26,194,273,97,187,2644963,L
27,369,324,3,3,21,15,246,267,123,57,32000000,L
29,359,375,1,1,15,28,285,252,74,123,19322066,L
30,270,626,0,1,18,27,168,498,102,128,35264706,L
31,494,370,0,1,25,27,280,322,214,48,8535382,W
32,546,415,1,2,30,35,446,263,100,152,40534737,T
2,461,396,1,2,31,23,325,326,136,70,4338186,W
3,274,277,1,1,13,15,224,241,50,36,43089544,W
4,425,278,1,0,30,19,263,245,162,33,45705694,L
5,244,339,0,1,16,18,185,280,59,59,29623543,W
9,423,222,0,0,29,13,255,177,168,45,5484406,W
10,299,397,2,0,13,30,266,179,33,218,53055966,L
11,311,337,1,0,18,22,214,259,97,78,15868700,W
12,405,355,1,2,25,22,289,270,116,85,34691126,L
14,355,405,2,1,22,25,270,289,85,116,31813201,W
15,449,231,4,0,25,10,244,169,205,62,30646413,L
16,231,449,0,4,10,25,169,244,62,205,8572111,W
17,339,244,1,0,18,16,280,185,59,59,34748313,L
18,274,331,0,2,20,18,137,191,137,140,29062279,W
19,337,311,0,1,22,18,259,214,78,97,22622379,L
21,571,486,0,4,29,19,323,393,248,93,18055250,W
22,302,443,2,2,16,21,248,347,54,96,11498076,W
23,331,274,2,0,18,20,191,137,140,137,5328384,L
24,397,299,0,2,30,13,179,266,218,33,33977472,W
25,443,302,2,2,21,16,347,248,96,54,43080224,L
26,277,274,1,1,15,13,241,224,36,50,4594963,L
27,476,393,0,3,31,24,268,313,208,80,30348333,W
28,486,571,4,0,19,29,393,323,93,248,25000000,L
29,278,425,0,1,19,30,245,263,33,162,2058265,W
30,396,461,2,1,23,31,326,325,70,136,33691266,L
31,393,476,3,0,24,31,313,268,80,208,13401000,L
1,443,281,4,1,26,15,363,198,80,83,7731749,W
2,303,429,1,1,11,25,255,221,48,208,6218694,L
3,396,144,2,3,29,11,277,111,119,33,5936489,W
5,341,256,2,1,22,18,242,165,99,91,15796293,L
6,283,360,4,1,15,22,161,280,122,80,23272622,L
7,264,351,1,2,12,23,186,229,78,122,19551316,L
8,264,351,1,2,12,23,186,229,78,122,10821831,L
9,422,448,1,0,20,30,295,400,127,48,1649475,W
10,337,373,2,4,24,19,234,293,103,80,53242462,W
12,402,446,3,0,21,19,333,292,69,154,16768750,L
13,273,327,0,2,16,23,92,247,181,80,23043534,W
15,327,273,2,0,23,16,247,92,80,181,11743526,L
16,256,341,1,2,18,22,165,242,91,99,14697584,W
17,280,296,0,1,16,17,155,157,125,139,31989253,W
18,337,379,1,4,17,29,231,309,106,70,26337832,W
19,331,388,1,1,22,23,284,260,47,128,17368382,L
20,385,420,2,0,25,23,304,324,81,96,17834393,L
21,373,337,4,2,19,24,293,234,80,103,13796875,L
22,351,264,2,1,23,12,229,186,122,78,9176436,W
23,296,280,1,0,17,16,157,155,139,125,14284238,L
25,429,303,1,1,25,11,221,255,208,48,23997991,W
26,448,422,0,1,30,20,400,295,48,127,12705963,L
27,379,337,4,1,29,17,309,231,70,106,5967177,L
28,281,443,1,4,15,26,198,363,83,80,34000000,L
29,420,385,0,2,23,25,324,304,96,81,6858265,W
30,360,283,1,4,22,15,280,161,80,122,12026907,W
31,446,402,0,3,19,21,292,333,154,69,17550625,W
32,388,331,1,1,23,22,260,284,128,47,472041,W
1,290,217,2,1,24,16,155,145,135,72,11764394,L
3,368,417,0,0,17,27,267,299,101,118,9098263,L
4,342,300,1,2,20,23,159,207,183,93,32690630,W
5,223,371,0,2,17,28,173,264,50,107,24666903,W
6,315,329,1,0,17,19,222,227,93,102,20386825,L
7,300,342,2,1,23,20,207,159,93,183,37186187,L
8,300,342,2,1,23,20,207,159,93,183,1046719,L
9,417,368,0,0,27,17,299,267,118,101,6981250,W
11,277,285,2,3,14,16,263,202,14,83,50054168,W
12,424,515,2,0,19,21,340,364,84,151,15351689,L
13,354,325,2,1,22,16,230,295,124,30,25898426,L
14,327,351,1,0,18,20,251,254,76,97,10260205,W
15,285,277,3,2,16,14,202,263,83,14,9511765,L
16,343,442,2,1,19,27,261,326,82,116,5420000,L
17,227,240,1,1,12,17,125,142,102,98,41104995,L
18,240,227,1,1,17,12,142,125,98,102,21520873,W
19,217,290,1,2,16,24,145,155,72,135,55132633,W
20,444,299,0,0,28,20,273,177,171,122,10324834,W
21,371,223,2,0,28,17,264,173,107,50,17665625,L
22,329,315,0,1,19,17,227,222,102,93,4153228,W
24,325,354,1,2,16,22,295,230,30,124,3864336,W
25,308,439,2,0,20,18,195,287,113,152,38446928,L
26,313,209,0,2,24,17,167,176,146,33,5276364,W
28,299,444,0,0,20,28,177,273,122,171,17605465,L
29,439,308,0,2,18,20,287,195,152,113,5854171,W
30,442,343,1,2,27,19,326,261,116,82,8746413,W
31,351,327,0,1,20,18,254,251,97,76,10635919,L
32,515,424,0,2,21,19,364,340,151,84,6000000,W
1,332,360,1,1,23,28,274,244,58,116,11276894,L
2,360,332,1,1,28,23,244,274,116,58,18195312,W
3,311,325,1,2,16,22,219,261,92,64,5298303,W
4,304,301,0,0,15,20,151,118,153,183,21454931,W
5,358,366,2,2,19,22,229,310,129,56,31712455,L
6,411,375,2,0,25,18,316,226,95,149,22606825,L
7,325,311,2,1,22,16,261,219,64,92,32076333,L
8,325,311,2,1,22,16,261,219,64,92,19271834,L
9,353,505,0,0,24,25,190,449,163,56,7937152,W
10,464,273,1,0,21,23,340,190,124,83,30319168,L
11,308,306,0,1,18,17,214,224,94,82,450000,W
12,387,292,0,1,25,20,313,211,74,81,17685544,W
13,353,302,4,1,22,18,239,235,114,67,11752397,L
14,310,369,2,0,18,16,219,221,91,148,4270040,L
15,301,304,0,0,20,15,118,151,183,153,28184362,L
16,273,464,0,1,23,21,190,340,83,124,24569151,W
17,247,555,2,1,13,27,178,346,69,209,30124069,L
18,358,475,0,2,19,25,263,282,95,193,3456668,W
19,306,308,1,0,17,18,224,214,82,94,48397406,L
20,377,333,0,2,26,16,286,269,91,64,21184762,W
21,555,247,1,2,27,13,346,178,209,69,34231729,W
22,296,343,1,3,13,21,192,285,104,58,10569049,W
23,333,377,2,0,16,26,269,286,64,91,15670502,L
24,366,358,2,2,22,19,310,229,56,129,12070588,W
25,292,387,1,0,20,25,211,313,81,74,39286229,L
26,369,310,0,2,16,18,221,219,148,91,4506281,W
27,302,353,1,4,18,22,235,239,67,114,5386621,W
28,475,358,2,0,25,19,282,263,193,95,14000000,L
29,245,338,3,2,16,19,118,220,127,118,11575268,L
30,338,245,2,3,19,16,220,118,118,127,21974270,W
31,375,411,0,2,18,25,226,316,149,95,19565294,W
32,505,353,0,0,25,24,449,190,56,163,1286474,L
1,369,333,0,2,24,19,281,246,88,87,15287500,W
2,418,389,1,1,32,17,290,266,128,123,5085382,L
3,496,277,2,3,28,16,386,215,110,62,5553000,W
4,382,399,2,0,24,24,170,260,212,139,10271242,L
5,271,534,2,1,14,29,182,294,89,240,40722637,L
6,326,147,1,0,19,10,184,6,142,141,10884280,W
7,412,359,2,3,21,22,332,306,80,53,35663737,W
8,412,359,2,3,21,22,332,306,80,53,15551377,W
9,264,318,2,1,13,21,124,231,140,87,27645018,W
10,206,333,0,3,10,19,102,179,104,154,1969852,W
11,422,369,0,3,24,20,337,319,85,50,26399189,W
12,309,307,1,1,16,17,200,184,109,123,42253367,W
13,307,309,1,1,17,16,184,200,123,109,19389605,L
14,421,250,1,3,27,13,282,214,139,36,20036733,W
15,333,206,3,0,19,10,179,102,154,104,29020415,L
16,389,418,1,1,17,32,266,290,123,128,34362864,W
17,162,402,2,0,7,20,126,269,36,133,28124105,L
18,277,496,3,2,16,28,215,386,62,110,37362063,L
19,318,264,1,2,21,13,231,124,87,140,10546411,L
20,402,162,0,2,20,7,269,126,133,36,37136594,W
21,369,422,3,0,20,24,319,337,50,85,6054228,L
22,234,389,2,2,16,20,178,272,56,117,7848838,L
23,250,421,3,1,13,27,214,282,36,139,22906103,L
24,399,382,0,2,24,24,260,170,139,212,45312242,W
25,359,412,3,2,22,21,306,332,53,80,5856082,L
26,389,234,2,2,20,16,272,178,117,56,3698333,W
27,330,349,2,1,18,20,211,268,119,81,12367716,L
28,147,326,0,1,10,19,6,184,141,142,1281198,L
29,534,271,1,2,29,14,294,182,240,89,11638275,W
30,349,330,1,2,20,18,268,211,81,119,17550625,W
32,333,369,2,0,19,24,246,281,87,88,16806617,L
1,300,314,4,3,21,15,125,231,175,83,8135232,L
2,286,312,0,5,18,21,220,208,66,104,23544003,W
3,348,496,1,3,17,20,306,401,42,95,5984844,L
4,275,460,1,3,14,24,208,220,67,240,26110501,L
5,272,278,1,5,17,17,146,220,126,58,14659264,W
6,296,323,0,2,16,25,204,209,92,114,7814993,L
7,360,254,0,1,21,13,147,85,213,169,16163833,W
8,360,254,0,1,21,13,147,85,213,169,0,W
9,260,260,3,3,13,12,152,167,108,93,24613070,L
10,348,253,2,0,19,16,330,73,18,180,6066195,L
11,323,296,2,0,25,16,209,204,114,92,31003674,W
12,330,354,0,6,18,22,237,218,93,136,29080283,W
13,316,348,1,3,20,21,131,265,185,83,26445262,W
14,348,316,3,1,21,20,265,131,83,185,11248678,L
15,315,377,0,1,18,22,230,292,85,85,33444221,L
16,323,244,3,0,14,18,258,109,65,135,6637764,W
17,312,286,5,0,21,18,208,220,104,66,13455292,L
18,314,300,3,4,15,21,231,125,83,175,43510369,W
19,377,315,1,0,22,18,292,230,85,85,20735700,W
20,496,348,3,1,20,17,401,306,95,42,12118758,W
21,294,270,3,0,14,21,248,166,46,104,14048837,L
22,260,260,3,3,12,13,167,152,93,108,24661091,W
23,404,364,1,0,24,17,216,116,188,248,27558065,W
24,244,323,0,3,18,14,109,258,135,65,19394752,L
25,383,334,2,1,24,16,288,227,95,107,4594963,L
26,460,275,3,1,24,14,220,208,240,67,8196047,W
27,278,272,5,1,17,17,220,146,58,126,17446096,L
28,364,404,0,1,17,24,116,216,248,188,5854171,L
29,354,330,6,0,22,18,218,237,136,93,9486671,L
30,270,294,0,3,21,14,166,248,104,46,21730002,W
31,253,348,0,2,16,19,73,330,180,18,6000000,W
32,334,383,1,2,16,24,227,288,107,95,42534737,W
1,425,488,2,1,26,33,309,358,116,130,9098263,L
2,550,272,1,1,29,15,302,165,248,107,23544003,W
3,340,328,2,1,18,27,189,159,151,169,10000000,W
4,451,269,0,0,29,16,171,162,280,107,26110501,W
5,438,335,0,3,22,18,290,306,148,29,21272622,W
6,449,451,4,0,29,20,354,225,95,226,5814993,L
7,222,382,1,0,19,26,146,285,76,97,16163833,L
8,222,382,1,0,19,26,146,285,76,97,1649475,L
9,449,276,1,4,24,16,264,224,185,52,63915720,W
10,309,313,3,0,15,20,251,177,58,136,12221868,L
11,324,300,2,0,16,17,268,186,56,114,29036056,L
12,451,449,0,4,20,29,225,354,226,95,28292758,W
13,387,150,2,1,23,9,308,83,79,67,19389605,W
14,411,282,0,3,27,20,250,248,161,34,19865842,W
15,150,387,1,2,9,23,83,308,67,79,9442324,L
16,316,389,1,3,13,21,159,241,157,148,6864449,L
17,183,299,0,1,13,19,136,227,47,72,21633115,L
18,303,360,1,4,13,20,236,244,67,116,26457919,W
19,282,411,3,0,20,27,248,250,34,161,18055250,L
20,313,309,0,3,20,15,177,251,136,58,25253631,W
21,488,425,1,2,33,26,358,309,130,116,10737692,W
22,300,324,0,2,17,16,186,268,114,56,4357484,W
23,360,303,4,1,20,13,244,236,116,67,38977472,L
24,345,263,2,2,18,14,200,190,145,73,22667332,W
25,328,340,1,2,27,18,159,189,169,151,11705963,L
26,382,222,0,1,26,19,285,146,97,76,3698333,W
27,263,345,2,2,14,18,190,200,73,145,10611033,L
28,272,550,1,1,15,29,165,302,107,248,1281198,L
29,299,183,1,0,19,13,227,136,72,47,4983832,W
30,276,449,4,1,16,24,224,264,52,185,21730002,L
31,389,316,3,1,21,13,241,159,148,157,7731749,W
32,335,438,3,0,18,22,306,290,29,148,44534737,L
1,370,391,1,1,21,24,276,313,94,78,9098263,W
2,408,302,0,2,21,17,256,183,152,119,23544003,W
3,368,406,1,2,22,23,246,279,122,127,10000000,L
4,589,494,0,1,30,22,317,233,272,261,26110501,L
5,302,408,2,0,17,21,183,256,119,152,21272622,L
6,458,478,5,0,31,21,318,270,140,208,5814993,L
7,294,250,1,0,15,17,244,155,50,95,16163833,L
8,294,250,1,0,15,17,244,155,50,95,1649475,L
9,375,319,0,2,23,23,211,229,164,90,63915720,W
10,246,484,3,1,14,23,183,246,63,238,12221868,L
11,319,375,2,0,23,23,229,211,90,164,29036056,L
12,348,446,0,2,19,22,308,353,40,93,28292758,W
13,250,294,0,1,17,15,155,244,95,50,19389605,W
14,390,463,3,0,20,27,288,253,102,210,19865842,L
15,415,263,1,1,25,19,331,205,84,58,1637619,W
16,484,246,1,3,23,14,246,183,238,63,6864449,W
17,177,323,2,2,13,21,78,253,99,70,21633115,L
18,494,589,1,0,22,30,233,317,261,272,26457919,W
19,446,348,2,0,22,19,353,308,93,40,21184762,L
20,325,239,0,4,21,14,211,128,114,111,25253631,W
21,417,349,0,2,25,23,294,260,123,89,10737692,W
22,470,286,3,1,24,15,356,168,114,118,5871784,L
23,239,325,4,0,14,21,128,211,111,114,38977472,L
24,463,390,0,3,27,20,253,288,210,102,22667332,W
25,286,470,1,3,15,24,168,356,118,114,11705963,W
26,406,368,2,1,23,22,279,246,127,122,3698333,W
27,356,251,1,0,19,23,322,127,34,124,10888973,L
28,323,177,2,2,21,13,253,78,70,99,1281198,W
29,391,370,1,1,24,21,313,276,78,94,4983832,L
30,349,417,2,0,23,25,260,294,89,123,21730002,L
31,263,415,1,1,19,25,205,331,58,84,7731749,L
32,478,458,0,5,21,31,270,318,208,140,42534737,W
1,344,123,2,3,21,9,260,71,84,52,10933660,W
2,465,473,0,1,25,26,323,341,142,132,1050000,W
3,335,371,2,0,22,25,263,218,72,153,5984844,L
4,230,329,3,0,14,18,162,202,68,127,20027331,L
5,335,300,3,2,18,18,207,188,128,112,20386825,L
6,323,374,5,1,19,21,140,250,183,124,17186693,L
7,371,335,0,2,25,22,218,263,153,72,9657988,W
8,371,335,0,2,25,22,218,263,153,72,12384762,W
9,195,346,2,0,15,24,126,232,69,114,63915720,L
10,349,221,1,3,18,11,206,164,143,57,16799975,W
11,408,448,1,0,24,28,332,295,76,153,16469772,L
12,448,408,0,1,28,24,295,332,153,76,20393434,W
13,289,236,1,1,20,16,243,133,46,103,21996441,L
14,384,470,2,2,24,23,290,288,94,182,28184362,W
15,470,384,2,2,23,24,288,290,182,94,14697584,L
16,365,398,1,2,26,26,262,269,103,129,5000000,W
17,123,344,3,2,9,21,71,260,52,84,11933451,L
18,280,396,2,0,16,22,205,276,75,120,24426979,L
19,374,323,1,5,21,19,250,140,124,183,17834393,W
20,396,280,0,2,22,16,276,205,120,75,8127817,W
21,473,465,1,0,26,25,341,323,132,142,6054228,L
22,332,284,0,3,17,16,171,246,161,38,5328384,W
23,329,230,0,3,18,14,202,162,127,68,39977472,W
24,221,349,3,1,11,18,164,206,57,143,45312242,L
25,346,195,0,2,24,15,232,126,114,69,8594963,W
